ANIO,MES,FECHA,FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,S_RESIDENCIAL_E,S_NO_RESIDENCIAL_E,S_TOTAL_E
2014,04,15APR2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"10,940",,"10,940"
2014,05,15MAY2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,349",,"11,349"
2014,06,15JUN2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,624",,"11,624"
2014,07,15JUL2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,976",,"11,976"
2014,08,15AUG2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"12,412",,"12,412"
2014,09,15SEP2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"12,833",,"12,833"
2014,10,15OCT2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"13,360",,"13,360"
2014,11,15NOV2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"13,730",,"13,730"
2014,12,15DEC2014,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,169",,"14,169"
2015,01,15JAN2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,787",,"14,787"
2015,02,15FEB2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,249",,"15,249"
2015,03,15MAR2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,737",,"15,737"
2015,04,15APR2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,217",,"16,217"
2015,05,15MAY2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,523",,"16,523"
2015,06,15JUN2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,960",,"16,960"
2015,07,15JUL2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"17,492",,"17,492"
2015,08,15AUG2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"17,753",,"17,753"
2015,09,15SEP2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"17,981",,"17,981"
2015,10,15OCT2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"18,416",,"18,416"
2015,11,15NOV2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,051",,"19,051"
2015,12,15DEC2015,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,636",,"19,636"
2016,01,15JAN2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,733",,"19,733"
2016,02,15FEB2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,773",,"19,773"
2016,03,15MAR2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,869",,"19,869"
2016,04,15APR2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,920",,"19,920"
2016,05,15MAY2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,972",,"19,972"
2016,06,15JUN2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"20,133",,"20,133"
2016,07,15JUL2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"242,371",126,"242,497"
2016,08,15AUG2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"246,712",121,"246,833"
2016,09,15SEP2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"249,251",120,"249,371"
2016,10,15OCT2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"252,668",144,"252,812"
2016,11,15NOV2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"254,024",186,"254,210"
2016,12,15DEC2016,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"255,716",336,"256,052"
2017,01,15JAN2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"258,606",382,"258,988"
2017,02,15FEB2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"258,992",368,"259,360"
2017,03,15MAR2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"260,663",406,"261,069"
2017,04,15APR2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"260,887",406,"261,293"
2017,05,15MAY2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"262,568",443,"263,011"
2017,06,15JUN2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"265,280",564,"265,844"
2017,07,15JUL2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"269,443",606,"270,049"
2017,08,15AUG2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"274,522",683,"275,205"
2017,09,15SEP2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"276,759",715,"277,474"
2017,10,15OCT2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"277,857",993,"278,850"
2017,11,15NOV2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"282,346","1,243","283,589"
2017,12,15DEC2017,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"286,709","1,449","288,158"
2018,01,15JAN2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"293,808","1,226","295,034"
2018,02,15FEB2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"298,255","1,345","299,600"
2018,03,15MAR2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"301,790","1,761","303,551"
2018,04,15APR2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"305,862","1,942","307,804"
2018,05,15MAY2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"308,310","2,143","310,453"
2018,06,15JUN2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"312,916",777,"313,693"
2018,07,15JUL2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"315,071",778,"315,849"
2018,08,15AUG2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"317,613",710,"318,323"
2018,09,15SEP2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"320,420","2,646","323,066"
2018,10,15OCT2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"319,951","2,610","322,561"
2018,11,15NOV2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"322,072","2,632","324,704"
2018,12,15DEC2018,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"324,956","2,644","327,600"
2019,01,15JAN2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"330,460","2,629","333,089"
2019,02,15FEB2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"335,052","2,686","337,738"
2019,03,15MAR2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"340,020","2,707","342,727"
2019,04,15APR2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"344,840","2,733","347,573"
2019,05,15MAY2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"348,801","2,720","351,521"
2019,06,15JUN2019,100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"353,969","3,181","357,150"
2013,01,15JAN2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"46,808",,"46,808"
2013,02,15FEB2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"46,939",,"46,939"
2013,03,15MAR2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"47,058",,"47,058"
2013,04,15APR2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"47,998",,"47,998"
2013,05,15MAY2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"48,891",,"48,891"
2013,06,15JUN2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"49,797",,"49,797"
2013,07,15JUL2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"50,658",,"50,658"
2013,08,15AUG2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"51,533",,"51,533"
2013,09,15SEP2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"52,393",,"52,393"
2013,10,15OCT2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"53,242",,"53,242"
2013,11,15NOV2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"54,106",,"54,106"
2013,12,15DEC2013,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"54,500",,"54,500"
2014,01,15JAN2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"56,788",,"56,788"
2014,02,15FEB2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"55,882",,"55,882"
2014,03,15MAR2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"56,425",,"56,425"
2014,04,15APR2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"56,686",,"56,686"
2014,05,15MAY2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"57,666",,"57,666"
2014,06,15JUN2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"57,899",,"57,899"
2014,07,15JUL2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"58,552",,"58,552"
2014,08,15AUG2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"59,547",,"59,547"
2014,09,15SEP2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"60,448",,"60,448"
2014,10,15OCT2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"61,845",,"61,845"
2014,11,15NOV2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"62,448",,"62,448"
2014,12,15DEC2014,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"63,384",,"63,384"
2015,01,15JAN2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"65,046",,"65,046"
2015,02,15FEB2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"65,984",,"65,984"
2015,03,15MAR2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"67,109",,"67,109"
2015,04,15APR2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"69,003",,"69,003"
2015,05,15MAY2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"69,723",,"69,723"
2015,06,15JUN2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"69,851",,"69,851"
2015,07,15JUL2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,257",,"70,257"
2015,08,15AUG2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,849",,"70,849"
2015,09,15SEP2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,459",,"70,459"
2015,10,15OCT2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,043",,"70,043"
2015,11,15NOV2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,225",,"70,225"
2015,12,15DEC2015,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"70,647",,"70,647"
2016,01,15JAN2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,378",,"71,378"
2016,02,15FEB2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,709",,"71,709"
2016,03,15MAR2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,631",,"71,631"
2016,04,15APR2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,441",,"71,441"
2016,05,15MAY2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,575",,"71,575"
2016,06,15JUN2016,100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"71,939",,"71,939"
2019,01,15JAN2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,52
2019,02,15FEB2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,51
2019,03,15MAR2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,53
2019,04,15APR2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,"2,846"
2019,05,15MAY2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,"2,846"
2019,06,15JUN2019,100689,"ELARA COMUNICACIONES, S.A. DE C.V.",C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,,,"2,846"
2013,01,15JAN2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"182,194",883,"183,077"
2013,02,15FEB2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"182,725",892,"183,617"
2013,03,15MAR2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"183,923",899,"184,822"
2013,04,15APR2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"186,429",909,"187,338"
2013,05,15MAY2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"189,018",916,"189,934"
2013,06,15JUN2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"193,770",926,"194,696"
2013,07,15JUL2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"197,627",933,"198,560"
2013,08,15AUG2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"202,795",943,"203,738"
2013,09,15SEP2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"204,750",950,"205,700"
2013,10,15OCT2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"210,840",959,"211,799"
2013,11,15NOV2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"216,510",967,"217,477"
2013,12,15DEC2013,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"222,012",976,"222,988"
2014,01,15JAN2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"229,074",984,"230,058"
2014,02,15FEB2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"234,050",994,"235,044"
2014,03,15MAR2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"238,481","1,000","239,481"
2014,04,15APR2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"243,038","1,010","244,048"
2014,05,15MAY2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"246,466","1,017","247,483"
2014,06,15JUN2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"250,677","1,027","251,704"
2014,07,15JUL2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"252,736","1,034","253,770"
2014,08,15AUG2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"256,037","1,044","257,081"
2014,09,15SEP2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"259,198","1,051","260,249"
2014,10,15OCT2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"263,753","1,061","264,814"
2014,11,15NOV2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"266,406","1,068","267,474"
2014,12,15DEC2014,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"268,901","1,078","269,979"
2015,01,15JAN2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"273,940","1,085","275,025"
2015,02,15FEB2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"280,577","1,095","281,672"
2015,03,15MAR2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"289,534","1,102","290,636"
2015,04,15APR2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"299,931","1,111","301,042"
2015,05,15MAY2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"309,993","1,119","311,112"
2015,06,15JUN2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"320,389","1,128","321,517"
2015,07,15JUL2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"351,074","1,137","352,211"
2015,08,15AUG2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"360,617","2,096","362,713"
2015,09,15SEP2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"376,117","4,872","380,989"
2015,10,15OCT2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"384,111","8,877","392,988"
2015,11,15NOV2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"395,538","9,979","405,517"
2015,12,15DEC2015,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"405,135","11,392","416,527"
2016,01,15JAN2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"408,359","11,140","419,499"
2016,02,15FEB2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"411,584","10,886","422,470"
2016,03,15MAR2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"414,600","10,650","425,250"
2016,04,15APR2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"417,825","10,396","428,221"
2016,05,15MAY2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"420,945","10,152","431,097"
2016,06,15JUN2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"424,169","9,900","434,069"
2016,07,15JUL2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"427,290","9,654","436,944"
2016,08,15AUG2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"430,513","9,402","439,915"
2016,09,15SEP2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"433,738","9,150","442,888"
2016,10,15OCT2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"436,859","8,904","445,763"
2016,11,15NOV2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"440,083","8,652","448,735"
2016,12,15DEC2016,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"443,204","8,406","451,610"
2017,01,15JAN2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"446,428","8,154","454,582"
2017,02,15FEB2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"450,208","8,105","458,313"
2017,03,15MAR2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"454,478","8,202","462,680"
2017,04,15APR2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"457,035","8,050","465,085"
2017,05,15MAY2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"461,844","8,141","469,985"
2017,06,15JUN2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"466,630","8,128","474,758"
2017,07,15JUL2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"479,606","8,008","487,614"
2017,08,15AUG2017,100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"483,902","8,156","492,058"
