ANIO,MES,FECHA,K_GRUPO,GRUPO,MARKET_SHARE
2019,01,15JAN2019,C725,STARGROUP,0.050%
2019,01,15JAN2019,C717,IENTC,0.018%
2019,01,15JAN2019,C350,MARCATEL,0.000%
2019,01,15JAN2019,C611,ULTRAVISION,0.015%
2019,01,15JAN2019,C010,AIRECABLE,0.024%
2019,01,15JAN2019,C599,TV REY,0.057%
2019,01,15JAN2019,G009,AXTEL,0.246%
2019,01,15JAN2019,C259,TRANSTELCO,0.007%
2019,01,15JAN2019,G008,MEGACABLE-MCM,16.119%
2019,02,15FEB2019,G007,AT&T,0.730%
2019,02,15FEB2019,G006,AMÉRICA MÓVIL,52.464%
2019,02,15FEB2019,C584,TOTALPLAY,6.858%
2019,02,15FEB2019,G004,GRUPO TELEVISA,23.180%
2019,02,15FEB2019,C165,ELARA,0.015%
2019,02,15FEB2019,G003,TELEFÓNICA,0.034%
2019,02,15FEB2019,C373,MAXCOM,0.170%
2019,02,15FEB2019,C054,AXESAT,0.003%
2019,02,15FEB2019,G002,DISH-MVS,0.097%
2019,02,15FEB2019,C730,EDILAR,0.000%
2019,02,15FEB2019,C729,NETWEY,0.040%
2019,02,15FEB2019,C725,STARGROUP,0.053%
2019,02,15FEB2019,C717,IENTC,0.019%
2019,02,15FEB2019,C350,MARCATEL,0.000%
2019,02,15FEB2019,C611,ULTRAVISION,0.016%
2019,02,15FEB2019,C010,AIRECABLE,0.025%
2019,02,15FEB2019,C599,TV REY,0.057%
2019,02,15FEB2019,G009,AXTEL,0.246%
2019,02,15FEB2019,C259,TRANSTELCO,0.007%
2019,02,15FEB2019,G008,MEGACABLE-MCM,15.986%
2019,03,15MAR2019,G007,AT&T,0.696%
2019,03,15MAR2019,G006,AMÉRICA MÓVIL,52.284%
2019,03,15MAR2019,C584,TOTALPLAY,7.004%
2019,03,15MAR2019,G004,GRUPO TELEVISA,23.239%
2019,03,15MAR2019,C165,ELARA,0.015%
2019,03,15MAR2019,G003,TELEFÓNICA,0.035%
2019,03,15MAR2019,C373,MAXCOM,0.169%
2019,03,15MAR2019,C054,AXESAT,0.003%
2019,03,15MAR2019,G002,DISH-MVS,0.124%
2019,03,15MAR2019,C730,EDILAR,0.000%
2019,03,15MAR2019,C729,NETWEY,0.042%
2019,03,15MAR2019,C725,STARGROUP,0.054%
2019,03,15MAR2019,C717,IENTC,0.019%
2019,03,15MAR2019,C350,MARCATEL,0.000%
2019,03,15MAR2019,C611,ULTRAVISION,0.024%
2019,03,15MAR2019,C010,AIRECABLE,0.025%
2019,03,15MAR2019,C599,TV REY,0.056%
2019,03,15MAR2019,G009,AXTEL,0.245%
2019,03,15MAR2019,C259,TRANSTELCO,0.007%
2019,03,15MAR2019,G008,MEGACABLE-MCM,15.960%
2019,04,15APR2019,G007,AT&T,0.671%
2019,04,15APR2019,G006,AMÉRICA MÓVIL,51.959%
2019,04,15APR2019,C584,TOTALPLAY,7.097%
2019,04,15APR2019,G004,GRUPO TELEVISA,23.355%
2019,04,15APR2019,C165,ELARA,0.015%
2019,04,15APR2019,G003,TELEFÓNICA,0.034%
2019,04,15APR2019,C373,MAXCOM,0.182%
2019,04,15APR2019,C054,AXESAT,0.003%
2019,04,15APR2019,G002,DISH-MVS,0.141%
2019,04,15APR2019,C730,EDILAR,0.001%
2019,04,15APR2019,C729,NETWEY,0.044%
2019,04,15APR2019,C725,STARGROUP,0.092%
2019,04,15APR2019,C717,IENTC,0.019%
2019,04,15APR2019,C350,MARCATEL,0.000%
2019,04,15APR2019,C611,ULTRAVISION,0.018%
2019,04,15APR2019,C010,AIRECABLE,0.025%
2019,04,15APR2019,C599,TV REY,0.055%
2019,04,15APR2019,C259,TRANSTELCO,0.007%
2019,04,15APR2019,G009,AXTEL,0.283%
2019,04,15APR2019,G008,MEGACABLE-MCM,15.998%
2019,05,15MAY2019,G007,AT&T,0.650%
2019,05,15MAY2019,G006,AMÉRICA MÓVIL,51.747%
2019,05,15MAY2019,C584,TOTALPLAY,7.249%
2019,05,15MAY2019,G004,GRUPO TELEVISA,23.410%
2019,05,15MAY2019,C165,ELARA,0.015%
2019,05,15MAY2019,G003,TELEFÓNICA,0.034%
2019,05,15MAY2019,C373,MAXCOM,0.182%
2019,05,15MAY2019,C054,AXESAT,0.003%
2019,05,15MAY2019,G002,DISH-MVS,0.158%
2019,05,15MAY2019,C730,EDILAR,0.001%
2019,05,15MAY2019,C729,NETWEY,0.047%
2019,05,15MAY2019,C725,STARGROUP,0.092%
2019,05,15MAY2019,C717,IENTC,0.020%
2019,05,15MAY2019,C350,MARCATEL,0.000%
2019,05,15MAY2019,C611,ULTRAVISION,0.019%
2019,05,15MAY2019,C010,AIRECABLE,0.025%
2019,05,15MAY2019,C599,TV REY,0.055%
2019,05,15MAY2019,C259,TRANSTELCO,0.007%
2019,05,15MAY2019,G009,AXTEL,0.321%
2019,05,15MAY2019,G008,MEGACABLE-MCM,15.965%
2019,06,15JUN2019,G007,AT&T,0.632%
2019,06,15JUN2019,C584,TOTALPLAY,7.352%
2019,06,15JUN2019,G006,AMÉRICA MÓVIL,51.565%
2019,06,15JUN2019,G004,GRUPO TELEVISA,23.341%
2019,06,15JUN2019,C165,ELARA,0.015%
2019,06,15JUN2019,C373,MAXCOM,0.180%
2019,06,15JUN2019,G003,TELEFÓNICA,0.034%
2019,06,15JUN2019,C054,AXESAT,0.003%
2019,06,15JUN2019,G002,DISH-MVS,0.179%
2019,06,15JUN2019,C730,EDILAR,0.001%
2019,06,15JUN2019,C729,NETWEY,0.052%
2019,06,15JUN2019,C725,STARGROUP,0.097%
2019,06,15JUN2019,C717,IENTC,0.020%
2019,06,15JUN2019,C350,MARCATEL,0.000%
2019,06,15JUN2019,C010,AIRECABLE,0.025%
2019,06,15JUN2019,C611,ULTRAVISION,0.019%
2019,06,15JUN2019,C599,TV REY,0.054%
2019,06,15JUN2019,C259,TRANSTELCO,0.007%
2019,06,15JUN2019,G009,AXTEL,0.358%
2019,06,15JUN2019,G008,MEGACABLE-MCM,16.065%
